TITULO;GRATUITO;FECHA;HORA;CONTENT-URL;NOMBRE-INSTALACION;CP;TIPO
Club de lectura de novela gráfica. Premios Nacionales de cómic;0;24/09/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5210dae9a6da810VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán);28039;ClubesLectura
Club de lectura en inglés 'Reading Club';1;08/10/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=663cb2481b1e1910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal José Hierro (San Blas-Canillejas);28022;ClubesLectura
Club de lectura en inglés 'Reading Club';1;08/10/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=64c2b01c7d402910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);28005;ClubesLectura
Club de lectura en inglés 'Reading Club';1;08/10/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc99b2481b1e1910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Francisco Ibáñez (Chamartín);28002;ClubesLectura
Club de lectura en inglés 'Reading Club';1;07/10/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e37c32aae520910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Mario Vargas Llosa (Centro);28004;ClubesLectura
Club de lectura 'El lector de almohadas' de Pepa G. Lillo;1;03/12/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8957733b42b03910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Canillejas (San Blas-Canillejas);28022;CuentacuentosTiteresMarionetas
Club de lectura 'Soledad no deseada';0;26/09/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=86c3feb04dae1910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Francisco Ayala (Vicálvaro);28032;ClubesLectura
Club de lectura 'Veinte deseos';1;02/10/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b75aa37147a02910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal José Hierro (San Blas-Canillejas);28022;ClubesLectura
Club de lectura (infantil);1;24/10/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=03cbf9ea99e61910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal María Lejárraga (Hortaleza);28050;ClubesLectura
Club de lectura (infantil);1;02/10/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6304ee4e073b2910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal San Fermín (Usera);28041;ClubesLectura
Club de lectura (infantil);1;30/09/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c4bf9ea99e61910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal David Gistau (Salamanca);28028;ClubesLectura
Club de lectura: 'Tiempos revueltos y espacios confusos'. A cargo de Manuel Oliveira y Elizabeth Scott.;1;05/11/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=953a97e3ef2c2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural José de Espronceda (Tetuán);28039;RecitalesPresentacionesActosLiterarios
CLUB DE ROL;1;02/11/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bdb6694cc2dd2910VgnVCM1000001d4a900aRCRD;Centro Cultural La Vaguada (Fuencarral - El Pardo);28029;ConferenciasColoquios
Coloquio sobre cultura y migraciones - Chamberi;1;15/12/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2edcd5e80aa03910VgnVCM1000001d4a900aRCRD;Centro Cultural Galileo (Chamberí);28015;1ciudad21distritos
Coloquios Fosse // José María Esbec + José Gabriel López Antuñano;0;16/01/2025;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=01de694cc2dd2910VgnVCM1000001d4a900aRCRD;Teatro Español;28012;TeatroPerformance
Coloquios Fosse// Cristina Gómez Baggethun + José Manuel Mora;0;15/01/2025;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e29e694cc2dd2910VgnVCM1000001d4a900aRCRD;Teatro Español;28012;ConferenciasColoquios
Coloquios Glaspell // Ignacio García May + Noelia Hernando Real;0;21/11/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbf97da10e642910VgnVCM1000001d4a900aRCRD;Teatro Español;28012;ConferenciasColoquios
Coloquios Glaspell // Nieves Alberola + Paula Paz;0;20/11/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=071a7da10e642910VgnVCM1000001d4a900aRCRD;Teatro Español;28012;ConferenciasColoquios
Cómo hacer fotografías y vídeos con el móvil;1;15/01/2025;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8785289a44d42910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal San Blas (San Blas-Canillejas);28037;CursosTalleres
Cómo obtener tu certificado digital en el móvil;1;04/12/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9263ef98b7db2910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal San Fermín (Usera);28041;CursosTalleres
Comunicarnos mejor;0;24/10/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d785e7da8b822910VgnVCM1000001d4a900aRCRD;Casa del Lector;28045;ProgramacionDestacadaAgendaCultura
Concierto Conmemorativo de Santa Cecilia ESCUELA DE MÚSICA FAMA;1;23/11/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4611c79d408d2910VgnVCM1000001d4a900aRCRD;Centro Cultural Alfredo Kraus (Fuencarral - El Pardo);28035;DanzaBaile
Concierto de Ema Cuañeri  (Chamberi);1;15/12/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ecd5b1e27003910VgnVCM1000001d4a900aRCRD;Centro Cultural Galileo (Chamberí);28015;1ciudad21distritos
Concierto de Fin de Año;1;28/12/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7afed42656f33910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;Musica
Concierto de la Orquesta de la Red de Escuelas Municipales de Música de Madrid.;1;24/11/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b2312ab89bcd2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Montecarmelo (Fuencarral - El Pardo);28049;Musica
Concierto de Navidad. Retiro;1;21/12/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=540352965ef13910VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;FiestasNavidadesReyes
Concierto de Oboes y Fagotes;1;24/11/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=26cb1d87123c2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Bohemios (Villaverde);28041;Musica
Concierto de piano;0;27/10/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a9492fd72aab2910VgnVCM2000001f4a900aRCRD;Centro Cultural Casa del Reloj (Arganzuela);28045;Musica
Concierto en familia: 'LA COMEDIA DEL ARTE - MÁSCARAS Y BUFONES';1;23/11/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8040c79d408d2910VgnVCM1000001d4a900aRCRD;Centro Cultural Alfredo Kraus (Fuencarral - El Pardo);28035;DanzaBaile
Concierto Góspel de Navidad y Villancicos del Mundo;1;21/12/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab6eee4e073b2910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;Musica
"Concierto tributo Fitzgerald &amp; Vaughan";1;22/11/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=98d66f235b6f2910VgnVCM1000001d4a900aRCRD;Centro Cultural Carril del Conde (Hortaleza);28043;Musica
Concierto: 'HISTORIAS DE MUJER';1;23/11/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c895694cc2dd2910VgnVCM1000001d4a900aRCRD;Centro Cultural La Vaguada (Fuencarral - El Pardo);28029;Musica
Concierto: 'Mujer compositora';1;22/11/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e59b61f41b55d810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Rafael de León (Fuencarral - El Pardo);28035;ComemoracionesHomenajes
Concierto: 'TENOR SONGS';1;29/11/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f57c3a03802e2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Alfonso XII (Fuencarral - El Pardo);28048;DanzaBaile
Conferencia : Ciclo Impresionismo Henry Fantin - Latour;1;25/11/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8b145f735103910VgnVCM1000001d4a900aRCRD;Centro Cultural Nicolás Salmerón (Chamartín);28002;ConferenciasColoquios
Conferencias: Ciclo 'CRÓNICAS DE UN MADRID DESCONOCIDO II';1;07/11/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fb6694cc2dd2910VgnVCM1000001d4a900aRCRD;Centro Cultural La Vaguada (Fuencarral - El Pardo);28029;ConferenciasColoquios
Conferencia: El siglo XVII español;1;27/11/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d299254efeb2910VgnVCM1000001d4a900aRCRD;Centro Cultural el Torito (Moratalaz);28030;ExcursionesItinerariosVisitas
Conferencia: Historia de España contada a través de sus monedas;1;20/11/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da199254efeb2910VgnVCM1000001d4a900aRCRD;Centro Cultural el Torito (Moratalaz);28030;ExcursionesItinerariosVisitas
Conferencia: 'CONSENTIMIENTO: AMOR, RESPETO Y DIGNIDAD';1;25/11/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=49d22ab89bcd2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Montecarmelo (Fuencarral - El Pardo);28049;ConferenciasColoquios
CONMEMORACIÓN DÍA CONTRA LA VIOLENCIA DE GÉNERO. Cante y baile flamenco: 'BAILANDO POR DERECHO';1;29/11/2024;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=14d7c79d408d2910VgnVCM1000001d4a900aRCRD;Centro Cultural Alfredo Kraus (Fuencarral - El Pardo);28035;DanzaBaile
CONMEMORACIÓN DÍA CONTRA LA VIOLENCIA DE GÉNERO. Concierto: 'ETERNAS-flamenco';1;21/11/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee243a03802e2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Valverde (Fuencarral - El Pardo);28034;DanzaBaile
CONMEMORACIÓN DÍA CONTRA LA VIOLENCIA DE GÉNERO. Teatro: 'CASA DE MUÑECAS', de Henrik Ibsen;1;22/11/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d60c3a03802e2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Alfonso XII (Fuencarral - El Pardo);28048;ComemoracionesHomenajes
CONMEMORACIÓN DÍA DE LA CONSTITUCIÓN. Marionetas: 'UNA NIÑA EN BUSCA DE LA CONSTITUCIÓN';1;30/11/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=923fc79d408d2910VgnVCM1000001d4a900aRCRD;Centro Cultural Alfredo Kraus (Fuencarral - El Pardo);28035;CuentacuentosTiteresMarionetas
Conoce tu móvil;1;13/12/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f6ff86f05412910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal San Blas (San Blas-Canillejas);28037;CursosTalleres/CapacitacionDigital
Consejos para comprar online. Madrid Aula Digital;1;03/12/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d8f6161beff13910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Aluche (Latina);28047;CursosTalleres/CapacitacionDigital
Contemos historias (con esclerosis múltiple);1;03/12/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0b9c30b4a9b2910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo);28029;Exposiciones
Contra la Violencia de Género CINE Y COLOQUIO. 'Ignífugas';1;29/11/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cf3d6cd3963c2910VgnVCM1000001d4a900aRCRD;Centro Cultural Valdebernardo (Vicálvaro);28032;CineActividadesAudiovisuales
"Contra la Violencia de Género MÚSICA. Pía Tedesco &amp; Lila Horovitz, presenta 'Dos mujeres contrabajo'";1;22/11/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e48c6cd3963c2910VgnVCM1000001d4a900aRCRD;Centro Cultural Valdebernardo (Vicálvaro);28032;Musica
Coro Villancicos. Retiro;1;27/12/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=674552c4c9343910VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;FiestasNavidadesReyes
Coro Vox Aurea;1;15/12/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=31982ab89bcd2910VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;Musica
Coro y Orquesta Clásica Santa Cecilia;1;07/12/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=90a7e18b8ca23910VgnVCM1000001d4a900aRCRD;Parroquia Santa María La Antigua;28032;Musica
Crea tus imanes con diseño de aves;1;29/11/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5d331cef8a3b2910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;CursosTalleres
CREA ? Muestra final - Teatro de Títeres de El Retiro (Madrid);1;23/11/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2fadc3d340e1910VgnVCM1000001d4a900aRCRD;Teatro Municipal de Títeres. Parque de El Retiro;28009;CuentacuentosTiteresMarionetas
Creación de flores de colores;1;22/11/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8432ee4e073b2910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;CursosTalleres
Cuentacuentos con pictogramas para mejor comprensión de menores con diversidad funcional: 'LO QUE CUENTA LA NOCHE';1;24/11/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8aba3a03802e2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Alfonso XII (Fuencarral - El Pardo);28048;CuentacuentosTiteresMarionetas
Cuentacuentos Dalí y yo;1;14/12/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d059e50c343910VgnVCM2000001f4a900aRCRD;Centro Cultural Antonio Machado (San Blas - Canillejas);28037;CuentacuentosTiteresMarionetas
Cuentacuentos sobre la alimentación consciente;1;29/11/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c29d49bf833d2910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal José Hierro (San Blas-Canillejas);28022;CuentacuentosTiteresMarionetas
Cuentacuentos: 'CUENTOS QUE CUENTAN POR LA IGUALDAD';1;23/11/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae602ab89bcd2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Montecarmelo (Fuencarral - El Pardo);28049;CuentacuentosTiteresMarionetas
Cuento de Navidad (Encapsulando a Dickens) - Coma 14 / Société Mouffette (Islas Baleares / Madrid);1;02/01/2025;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=89d100d6d4cf2910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro);28009;CuentacuentosTiteresMarionetas
Cuento musical: 'AY LUNA LUNITA';1;29/11/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=17f98eccc32e2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Valverde (Fuencarral - El Pardo);28034;CuentacuentosTiteresMarionetas
Cuentos de Kafka;0;26/11/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7176e7da8b822910VgnVCM1000001d4a900aRCRD;Matadero Madrid;28045;RecitalesPresentacionesActosLiterarios
Cuentos de Navidad;0;15/12/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=399911ec62f33910VgnVCM1000001d4a900aRCRD;Matadero Madrid;28045;ProgramacionDestacadaAgendaCultura
Cuentos, ritmos, danza y arte;0;28/11/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=747ead71d9f92910VgnVCM1000001d4a900aRCRD;Casa del Lector;28045;RecitalesPresentacionesActosLiterarios
Cumpleaños;0;27/02/2025;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecfee2fc6e6c1910VgnVCM1000001d4a900aRCRD;Teatro Español;28012;TeatroPerformance
Curso de ficción sonora;0;03/10/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=24fe15be70332910VgnVCM1000001d4a900aRCRD;Matadero Madrid;28045;ProgramacionDestacadaAgendaCultura
Curso Huerto Ciudadano 2025: abierto plazo de inscpripción;1;01/11/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b32a11cfc7bf2910VgnVCM2000001f4a900aRCRD;Centro de Información y Educación Ambiental El Huerto de El Retiro;28009;CursosTalleres
Cursos trimestrales para la divulgación del conocimiento universitario;1;05/11/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c11d4898238d2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Valle Inclán (Fuencarral - El Pardo);28029;CursosTalleres
Cyborg Generation;0;21/11/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=299c4af33ab03910VgnVCM1000001d4a900aRCRD;Cineteca Madrid;28045;ProgramacionDestacadaAgendaCultura
Dahomey;0;27/11/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba5f02a2fa0e1910VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;28015;ProgramacionDestacadaAgendaCultura
Dani Llamas;0;22/11/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=197502a2fa0e1910VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;28015;ProgramacionDestacadaAgendaCultura
Daniel Oyarzabal (órgano) y Alexandra Tarniceru (soprano);1;14/12/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4394a42e7be23910VgnVCM2000001f4a900aRCRD;Parroquia Santa María La Antigua;28032;Musica
Danza: `Orígenes, Donde Nace El Folklore´;1;22/11/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc35149747ea2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Santa Petronila (Villaverde);28021;DanzaBaile
Danza: `Pasión por la Danza´;1;13/12/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ffface87a523910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Bohemios (Villaverde);28041;DanzaBaile
"Dashiell Hammett's hero 'contra mundum'; Patricia Highsmith's sympathetic view of an anti-heroe";1;27/11/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d8f1f9d33152910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);28005;ConferenciasColoquios
De Cádiz a la Segunda República española;1;27/11/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=786861d05c6f2910VgnVCM1000001d4a900aRCRD;Centro Cultural Carril del Conde (Hortaleza);28043;ConferenciasColoquios
De Gutenberg a Olivetti;1;07/10/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c8c20b0e887b1910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo);28029;Exposiciones
De viaje con Ash por el universo Pokémon;0;25/11/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=85ba643bce922910VgnVCM1000001d4a900aRCRD;Casa del Lector;28045;ProgramacionDestacadaAgendaCultura
